ID	GeneSymbol	Description	log2FC	AdjPValue
ENSMUSG00000040918.12	Slc19a2	solute carrier family 19 (thiamine transporter), member 2 [Source:MGI Symbol;Acc:MGI:1928761]	2.112705008	7.09E-19
ENSMUSG00000038508.7	Gdf15	growth differentiation factor 15 [Source:MGI Symbol;Acc:MGI:1346047]	7.68330909	7.36E-19
ENSMUSG00000050821.13	Fam131a	family with sequence similarity 131, member A [Source:MGI Symbol;Acc:MGI:1925658]	-2.269454405	9.12E-19
ENSMUSG00000031958.16	Ldhd	lactate dehydrogenase D [Source:MGI Symbol;Acc:MGI:106428]	-2.166383168	9.52E-19
ENSMUSG00000034295.9	Fhod3	formin homology 2 domain containing 3 [Source:MGI Symbol;Acc:MGI:1925847]	-1.629559018	9.84E-19
ENSMUSG00000030972.6	Acsm5	acyl-CoA synthetase medium-chain family member 5 [Source:MGI Symbol;Acc:MGI:2444086]	-5.145286798	1.04E-18
ENSMUSG00000032252.14	Glce	glucuronyl C5-epimerase [Source:MGI Symbol;Acc:MGI:2136405]	2.672638658	1.17E-18
ENSMUSG00000022788.16	Fgd4	FYVE, RhoGEF and PH domain containing 4 [Source:MGI Symbol;Acc:MGI:2183747]	-1.293481765	1.23E-18
ENSMUSG00000002055.9	Spag5	sperm associated antigen 5 [Source:MGI Symbol;Acc:MGI:1927470]	3.317415551	1.25E-18
ENSMUSG00000025271.13	Pfkfb1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1 [Source:MGI Symbol;Acc:MGI:107816]	-2.842732812	1.67E-18
ENSMUSG00000040354.14	Mars	methionine-tRNA synthetase [Source:MGI Symbol;Acc:MGI:1345633]	1.550800578	1.71E-18
ENSMUSG00000071342.5	Lsmem1	leucine-rich single-pass membrane protein 1 [Source:MGI Symbol;Acc:MGI:2685735]	-2.4184681	1.71E-18
ENSMUSG00000086938.8	4930481A15Rik	RIKEN cDNA 4930481A15 gene [Source:MGI Symbol;Acc:MGI:1922181]	-2.052990186	1.77E-18
ENSMUSG00000029446.14	Psph	phosphoserine phosphatase [Source:MGI Symbol;Acc:MGI:97788]	2.467930645	1.91E-18
ENSMUSG00000020412.16	Ascc2	activating signal cointegrator 1 complex subunit 2 [Source:MGI Symbol;Acc:MGI:1922702]	1.901241035	2.14E-18
ENSMUSG00000019852.7	Arfgef3	ARFGEF family member 3 [Source:MGI Symbol;Acc:MGI:106387]	3.866686412	2.33E-18
ENSMUSG00000015837.15	Sqstm1	sequestosome 1 [Source:MGI Symbol;Acc:MGI:107931]	2.307024476	2.41E-18
ENSMUSG00000003809.14	Gcdh	glutaryl-Coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:104541]	-1.874153656	2.42E-18
ENSMUSG00000021477.9	Ctsl	cathepsin L [Source:MGI Symbol;Acc:MGI:88564]	2.453208494	2.68E-18
ENSMUSG00000051984.13	Sec31b	Sec31 homolog B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2685187]	-1.683496313	2.88E-18
ENSMUSG00000022309.8	Angpt1	angiopoietin 1 [Source:MGI Symbol;Acc:MGI:108448]	-2.632547076	3.40E-18
ENSMUSG00000001493.9	Meox1	mesenchyme homeobox 1 [Source:MGI Symbol;Acc:MGI:103220]	1.774575712	4.00E-18
ENSMUSG00000053141.16	Ptprt	protein tyrosine phosphatase, receptor type, T [Source:MGI Symbol;Acc:MGI:1321152]	5.923663588	4.53E-18
ENSMUSG00000064302.13	Clasp1	CLIP associating protein 1 [Source:MGI Symbol;Acc:MGI:1923957]	-1.337026641	4.53E-18
ENSMUSG00000022215.5	Fitm1	fat storage-inducing transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1915930]	-2.738219395	5.17E-18
ENSMUSG00000027765.6	P2ry1	purinergic receptor P2Y, G-protein coupled 1 [Source:MGI Symbol;Acc:MGI:105049]	-2.276324264	5.17E-18
ENSMUSG00000031519.3	Asb5	ankyrin repeat and SOCs box-containing 5 [Source:MGI Symbol;Acc:MGI:1923544]	-2.961822275	6.12E-18
ENSMUSG00000029816.10	Gpnmb	glycoprotein (transmembrane) nmb [Source:MGI Symbol;Acc:MGI:1934765]	3.829912909	6.27E-18
ENSMUSG00000019997.11	Ctgf	connective tissue growth factor [Source:MGI Symbol;Acc:MGI:95537]	2.767996198	6.47E-18
ENSMUSG00000060882.5	Kcnd2	potassium voltage-gated channel, Shal-related family, member 2 [Source:MGI Symbol;Acc:MGI:102663]	-2.753580598	6.61E-18
ENSMUSG00000018677.9	Slc25a39	solute carrier family 25, member 39 [Source:MGI Symbol;Acc:MGI:1196386]	1.678434625	6.83E-18
ENSMUSG00000106019.1	Gm43672	predicted gene 43672 [Source:MGI Symbol;Acc:MGI:5663809]	-2.559300655	7.53E-18
ENSMUSG00000020407.13	Upp1	uridine phosphorylase 1 [Source:MGI Symbol;Acc:MGI:1097668]	2.384185974	7.64E-18
ENSMUSG00000074218.3	Cox7a1	cytochrome c oxidase subunit VIIa 1 [Source:MGI Symbol;Acc:MGI:1316714]	-2.470656609	7.78E-18
ENSMUSG00000034813.17	Grip1	glutamate receptor interacting protein 1 [Source:MGI Symbol;Acc:MGI:1921303]	4.262048895	8.27E-18
ENSMUSG00000019945.10	1700040L02Rik	RIKEN cDNA 1700040L02 gene [Source:MGI Symbol;Acc:MGI:1920537]	-2.244659049	1.07E-17
ENSMUSG00000025132.13	Arhgdia	Rho GDP dissociation inhibitor (GDI) alpha [Source:MGI Symbol;Acc:MGI:2178103]	1.455926624	1.10E-17
ENSMUSG00000056494.7	Cngb3	cyclic nucleotide gated channel beta 3 [Source:MGI Symbol;Acc:MGI:1353562]	-4.968915965	1.14E-17
ENSMUSG00000031849.9	Comp	cartilage oligomeric matrix protein [Source:MGI Symbol;Acc:MGI:88469]	3.712724185	1.20E-17
ENSMUSG00000033793.12	Atp6v1h	ATPase, H+ transporting, lysosomal V1 subunit H [Source:MGI Symbol;Acc:MGI:1914864]	2.461361867	1.20E-17
ENSMUSG00000037820.15	Tgm2	transglutaminase 2, C polypeptide [Source:MGI Symbol;Acc:MGI:98731]	1.959274586	1.26E-17
ENSMUSG00000048814.10	Lonrf2	LON peptidase N-terminal domain and ring finger 2 [Source:MGI Symbol;Acc:MGI:1920209]	-2.085480493	1.32E-17
ENSMUSG00000033149.16	Phldb2	pleckstrin homology like domain, family B, member 2 [Source:MGI Symbol;Acc:MGI:2444981]	1.464563072	1.38E-17
ENSMUSG00000054855.13	Rnd1	Rho family GTPase 1 [Source:MGI Symbol;Acc:MGI:2444878]	3.1223697	1.72E-17
ENSMUSG00000020034.7	Tcp11l2	t-complex 11 (mouse) like 2 [Source:MGI Symbol;Acc:MGI:2444679]	-1.519532946	1.86E-17
ENSMUSG00000026888.14	Grb14	growth factor receptor bound protein 14 [Source:MGI Symbol;Acc:MGI:1355324]	-1.433420801	1.88E-17
ENSMUSG00000032925.16	Itgbl1	integrin, beta-like 1 [Source:MGI Symbol;Acc:MGI:2443439]	2.352897509	1.90E-17
ENSMUSG00000001151.10	Pcnt	pericentrin (kendrin) [Source:MGI Symbol;Acc:MGI:102722]	-1.197161785	1.92E-17
ENSMUSG00000039976.4	Tbc1d16	TBC1 domain family, member 16 [Source:MGI Symbol;Acc:MGI:2652878]	-1.166624509	1.94E-17
ENSMUSG00000100550.2	2310039L15Rik	RIKEN cDNA 2310039L15 gene [Source:MGI Symbol;Acc:MGI:1916879]	-3.503572915	2.04E-17
ENSMUSG00000027254.13	Map1a	microtubule-associated protein 1 A [Source:MGI Symbol;Acc:MGI:1306776]	3.610251929	2.10E-17
ENSMUSG00000052852.8	Reep1	receptor accessory protein 1 [Source:MGI Symbol;Acc:MGI:1098827]	-1.325710288	2.10E-17
ENSMUSG00000031530.6	Dusp4	dual specificity phosphatase 4 [Source:MGI Symbol;Acc:MGI:2442191]	3.879794819	2.28E-17
ENSMUSG00000109052.1	Gm45012	predicted gene 45012 [Source:MGI Symbol;Acc:MGI:5753588]	-2.843205741	2.70E-17
ENSMUSG00000106826.1	Gm42583	predicted gene 42583 [Source:MGI Symbol;Acc:MGI:5662720]	-3.157866206	2.90E-17
ENSMUSG00000020882.17	Cacnb1	calcium channel, voltage-dependent, beta 1 subunit [Source:MGI Symbol;Acc:MGI:102522]	3.043298359	2.91E-17
ENSMUSG00000032332.17	Col12a1	collagen, type XII, alpha 1 [Source:MGI Symbol;Acc:MGI:88448]	2.732020874	3.11E-17
ENSMUSG00000016256.10	Ctsz	cathepsin Z [Source:MGI Symbol;Acc:MGI:1891190]	1.549476186	3.29E-17
ENSMUSG00000000753.15	Serpinf1	serine (or cysteine) peptidase inhibitor, clade F, member 1 [Source:MGI Symbol;Acc:MGI:108080]	1.542188905	3.38E-17
ENSMUSG00000029093.14	Sorcs2	sortilin-related VPS10 domain containing receptor 2 [Source:MGI Symbol;Acc:MGI:1932289]	-2.413353649	3.38E-17
ENSMUSG00000021751.13	Acox2	acyl-Coenzyme A oxidase 2, branched chain [Source:MGI Symbol;Acc:MGI:1934852]	7.732109182	3.89E-17
ENSMUSG00000027332.11	Ivd	isovaleryl coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:1929242]	-2.209072082	4.27E-17
ENSMUSG00000068854.7	Hist2h2be	histone cluster 2, H2be [Source:MGI Symbol;Acc:MGI:2448415]	-2.061360113	4.32E-17
ENSMUSG00000021773.10	Comtd1	catechol-O-methyltransferase domain containing 1 [Source:MGI Symbol;Acc:MGI:1916406]	2.494075718	4.87E-17
ENSMUSG00000059796.16	Eif4a1	eukaryotic translation initiation factor 4A1 [Source:MGI Symbol;Acc:MGI:95303]	1.637713555	4.90E-17
ENSMUSG00000044676.10	Zfp612	zinc finger protein 612 [Source:MGI Symbol;Acc:MGI:2443465]	-1.732969534	5.74E-17
ENSMUSG00000041559.7	Fmod	fibromodulin [Source:MGI Symbol;Acc:MGI:1328364]	4.533619829	5.89E-17
ENSMUSG00000021898.14	Asb14	ankyrin repeat and SOCS box-containing 14 [Source:MGI Symbol;Acc:MGI:2655107]	-2.525526217	6.45E-17
ENSMUSG00000024617.16	Camk2a	calcium/calmodulin-dependent protein kinase II alpha [Source:MGI Symbol;Acc:MGI:88256]	-1.99709416	7.26E-17
ENSMUSG00000035629.17	Rubcn	RUN domain and cysteine-rich domain containing, Beclin 1-interacting protein [Source:MGI Symbol;Acc:MGI:1915160]	1.248828357	7.71E-17
ENSMUSG00000039063.5	Echdc3	enoyl Coenzyme A hydratase domain containing 3 [Source:MGI Symbol;Acc:MGI:1915106]	-1.855626853	8.68E-17
ENSMUSG00000022816.11	Fstl1	follistatin-like 1 [Source:MGI Symbol;Acc:MGI:102793]	1.77696988	8.76E-17
ENSMUSG00000021996.16	Esd	esterase D/formylglutathione hydrolase [Source:MGI Symbol;Acc:MGI:95421]	2.302390357	9.71E-17
ENSMUSG00000023828.2	Slc22a3	solute carrier family 22 (organic cation transporter), member 3 [Source:MGI Symbol;Acc:MGI:1333817]	-3.015193196	9.91E-17
ENSMUSG00000048486.6	Fitm2	fat storage-inducing transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:2444508]	-1.711434692	1.18E-16
ENSMUSG00000034570.12	Inpp5j	inositol polyphosphate 5-phosphatase J [Source:MGI Symbol;Acc:MGI:2158663]	1.870626564	1.27E-16
ENSMUSG00000068699.12	Flnc	filamin C, gamma [Source:MGI Symbol;Acc:MGI:95557]	1.757242189	1.45E-16
ENSMUSG00000042406.7	Atf4	activating transcription factor 4 [Source:MGI Symbol;Acc:MGI:88096]	2.255232488	1.58E-16
ENSMUSG00000086350.1	B230369F24Rik	RIKEN cDNA B230369F24 gene [Source:MGI Symbol;Acc:MGI:2443392]	-2.289050023	1.74E-16
ENSMUSG00000039470.15	Zdhhc2	zinc finger, DHHC domain containing 2 [Source:MGI Symbol;Acc:MGI:1923452]	2.263381191	1.78E-16
ENSMUSG00000034593.16	Myo5a	myosin VA [Source:MGI Symbol;Acc:MGI:105976]	1.40908398	2.02E-16
ENSMUSG00000086863.1	Gm15543	predicted gene 15543 [Source:MGI Symbol;Acc:MGI:3782992]	-1.936791399	2.20E-16
ENSMUSG00000001520.12	Nrip2	nuclear receptor interacting protein 2 [Source:MGI Symbol;Acc:MGI:1891884]	3.063808854	2.29E-16
ENSMUSG00000023921.8	Mut	methylmalonyl-Coenzyme A mutase [Source:MGI Symbol;Acc:MGI:97239]	-1.519717733	2.47E-16
ENSMUSG00000062901.2	Klhl24	kelch-like 24 [Source:MGI Symbol;Acc:MGI:1923035]	-1.231119063	2.47E-16
ENSMUSG00000074656.12	Eif2s2	eukaryotic translation initiation factor 2, subunit 2 (beta) [Source:MGI Symbol;Acc:MGI:1914454]	1.443000266	2.47E-16
ENSMUSG00000038843.17	Gcnt1	glucosaminyl (N-acetyl) transferase 1, core 2 [Source:MGI Symbol;Acc:MGI:95676]	2.851223412	3.03E-16
ENSMUSG00000086916.2	Gm15903	predicted gene 15903 [Source:MGI Symbol;Acc:MGI:3802037]	-1.722330401	3.74E-16
ENSMUSG00000022707.16	Gbe1	glucan (1,4-alpha-), branching enzyme 1 [Source:MGI Symbol;Acc:MGI:1921435]	1.798834121	3.86E-16
ENSMUSG00000044033.16	Ccdc141	coiled-coil domain containing 141 [Source:MGI Symbol;Acc:MGI:1919735]	-1.12113693	4.00E-16
ENSMUSG00000040997.13	Abhd4	abhydrolase domain containing 4 [Source:MGI Symbol;Acc:MGI:1915938]	1.374006653	4.17E-16
ENSMUSG00000054958.6	Nt5c1a	5'-nucleotidase, cytosolic IA [Source:MGI Symbol;Acc:MGI:2155700]	-2.123114073	4.62E-16
ENSMUSG00000021579.4	Lrrc14b	leucine rich repeat containing 14B [Source:MGI Symbol;Acc:MGI:2145269]	-2.005660464	5.69E-16
ENSMUSG00000036390.8	Gadd45a	growth arrest and DNA-damage-inducible 45 alpha [Source:MGI Symbol;Acc:MGI:107799]	2.493488287	6.38E-16
ENSMUSG00000074170.5	Plekhf1	pleckstrin homology domain containing, family F (with FYVE domain) member 1 [Source:MGI Symbol;Acc:MGI:1919537]	-1.726402467	8.31E-16
ENSMUSG00000029685.15	Asb15	ankyrin repeat and SOCS box-containing 15 [Source:MGI Symbol;Acc:MGI:1926160]	-3.069226075	8.86E-16
ENSMUSG00000022383.13	Ppara	peroxisome proliferator activated receptor alpha [Source:MGI Symbol;Acc:MGI:104740]	-1.647019118	8.94E-16
ENSMUSG00000025351.14	Cd63	CD63 antigen [Source:MGI Symbol;Acc:MGI:99529]	1.785989756	1.24E-15
ENSMUSG00000020482.4	Ccdc117	coiled-coil domain containing 117 [Source:MGI Symbol;Acc:MGI:2144383]	-1.595451055	1.33E-15
ENSMUSG00000002233.13	Rhoc	ras homolog family member C [Source:MGI Symbol;Acc:MGI:106028]	1.464238241	1.38E-15
ENSMUSG00000070583.1	Fv1	Friend virus susceptibility 1 [Source:MGI Symbol;Acc:MGI:95595]	-2.012222842	1.38E-15
ENSMUSG00000025362.6	Rps26	ribosomal protein S26 [Source:MGI Symbol;Acc:MGI:1351628]	1.158301505	1.40E-15
ENSMUSG00000028838.11	Extl1	exostoses (multiple)-like 1 [Source:MGI Symbol;Acc:MGI:1888742]	1.85257859	1.47E-15
ENSMUSG00000106337.1	Gm42478	predicted gene 42478 [Source:MGI Symbol;Acc:MGI:5662615]	-1.754546935	1.66E-15
ENSMUSG00000107283.3	Mpv17	MpV17 mitochondrial inner membrane protein [Source:MGI Symbol;Acc:MGI:97138]	-1.690869692	1.69E-15
ENSMUSG00000004035.12	Gstm7	glutathione S-transferase, mu 7 [Source:MGI Symbol;Acc:MGI:1915562]	-2.143714596	1.77E-15
ENSMUSG00000101188.1	Eif4a-ps4	eukaryotic translation initiation factor 4A, pseudogene 4 [Source:MGI Symbol;Acc:MGI:1195958]	1.6068979	1.79E-15
ENSMUSG00000031543.18	Ank1	ankyrin 1, erythroid [Source:MGI Symbol;Acc:MGI:88024]	-1.038598027	1.85E-15
ENSMUSG00000026042.16	Col5a2	collagen, type V, alpha 2 [Source:MGI Symbol;Acc:MGI:88458]	1.566819728	2.09E-15
ENSMUSG00000095438.1	Mir133a-1hg	Mir133a-1, Mir1b and Mir1a-2 host gene [Source:MGI Symbol;Acc:MGI:5433911]	-1.777425694	2.27E-15
ENSMUSG00000054263.11	Lifr	leukemia inhibitory factor receptor [Source:MGI Symbol;Acc:MGI:96788]	-1.119769104	2.43E-15
ENSMUSG00000036278.6	Macrod1	MACRO domain containing 1 [Source:MGI Symbol;Acc:MGI:2147583]	-1.706145249	2.50E-15
ENSMUSG00000097412.2	1810014B01Rik	RIKEN cDNA 1810014B01 gene [Source:MGI Symbol;Acc:MGI:1913513]	-2.001230975	2.71E-15
ENSMUSG00000028737.15	Aldh4a1	aldehyde dehydrogenase 4 family, member A1 [Source:MGI Symbol;Acc:MGI:2443883]	-1.733582497	2.86E-15
ENSMUSG00000029338.13	Antxr2	anthrax toxin receptor 2 [Source:MGI Symbol;Acc:MGI:1919164]	-1.041565183	3.23E-15
ENSMUSG00000020869.8	Lrrc59	leucine rich repeat containing 59 [Source:MGI Symbol;Acc:MGI:2138133]	1.378892744	3.27E-15
ENSMUSG00000024803.8	Ankrd1	ankyrin repeat domain 1 (cardiac muscle) [Source:MGI Symbol;Acc:MGI:1097717]	2.693014166	3.41E-15
ENSMUSG00000030096.8	Slc6a6	solute carrier family 6 (neurotransmitter transporter, taurine), member 6 [Source:MGI Symbol;Acc:MGI:98488]	1.187542381	4.35E-15
ENSMUSG00000021557.14	Agtpbp1	ATP/GTP binding protein 1 [Source:MGI Symbol;Acc:MGI:2159437]	-1.488476066	4.64E-15
ENSMUSG00000005054.7	Cstb	cystatin B [Source:MGI Symbol;Acc:MGI:109514]	2.361558824	4.86E-15
ENSMUSG00000019731.13	Slc35e1	solute carrier family 35, member E1 [Source:MGI Symbol;Acc:MGI:2142403]	-1.090753885	5.61E-15
ENSMUSG00000027956.11	Tmem144	transmembrane protein 144 [Source:MGI Symbol;Acc:MGI:1917902]	2.147710473	6.02E-15
ENSMUSG00000022332.7	Khdrbs3	KH domain containing, RNA binding, signal transduction associated 3 [Source:MGI Symbol;Acc:MGI:1313312]	-1.275441434	6.54E-15
ENSMUSG00000050541.14	Adra1b	adrenergic receptor, alpha 1b [Source:MGI Symbol;Acc:MGI:104774]	-2.141772876	6.54E-15
ENSMUSG00000026489.13	Coq8a	coenzyme Q8A [Source:MGI Symbol;Acc:MGI:1914676]	-1.951387778	6.60E-15
ENSMUSG00000100510.6	AV026068	expressed sequence AV026068 [Source:MGI Symbol;Acc:MGI:2142734]	-1.378066393	6.69E-15
ENSMUSG00000105431.1	Gm42640	predicted gene 42640 [Source:MGI Symbol;Acc:MGI:5662777]	-1.808023615	7.93E-15
ENSMUSG00000097317.1	Gm17281	predicted gene, 17281 [Source:MGI Symbol;Acc:MGI:4936915]	-2.895515737	7.96E-15
ENSMUSG00000056476.13	Med12l	mediator complex subunit 12-like [Source:MGI Symbol;Acc:MGI:2139916]	-1.975792123	8.89E-15
ENSMUSG00000092397.7	C130080G10Rik	RIKEN cDNA C130080G10 gene [Source:MGI Symbol;Acc:MGI:4844008]	-1.996126697	9.15E-15
ENSMUSG00000041654.15	Slc39a11	solute carrier family 39 (metal ion transporter), member 11 [Source:MGI Symbol;Acc:MGI:1917056]	2.17498387	9.19E-15
ENSMUSG00000032388.7	Spg21	SPG21, maspardin [Source:MGI Symbol;Acc:MGI:106403]	1.601720003	9.25E-15
ENSMUSG00000092060.4	Bend4	BEN domain containing 4 [Source:MGI Symbol;Acc:MGI:3648414]	1.701336775	1.27E-14
ENSMUSG00000024442.5	0610009O20Rik	RIKEN cDNA 0610009O20 gene [Source:MGI Symbol;Acc:MGI:1914089]	-1.176571409	1.29E-14
ENSMUSG00000025161.16	Slc16a3	solute carrier family 16 (monocarboxylic acid transporters), member 3 [Source:MGI Symbol;Acc:MGI:1933438]	2.728870868	1.46E-14
ENSMUSG00000040945.13	Rcc2	regulator of chromosome condensation 2 [Source:MGI Symbol;Acc:MGI:1919784]	1.776278258	1.63E-14
ENSMUSG00000021998.16	Lcp1	lymphocyte cytosolic protein 1 [Source:MGI Symbol;Acc:MGI:104808]	1.341938372	1.66E-14
ENSMUSG00000039745.8	Htatip2	HIV-1 Tat interactive protein 2 [Source:MGI Symbol;Acc:MGI:1859271]	1.644984581	1.74E-14
ENSMUSG00000023092.16	Fhl1	four and a half LIM domains 1 [Source:MGI Symbol;Acc:MGI:1298387]	2.387926566	1.76E-14
ENSMUSG00000024044.16	Epb41l3	erythrocyte membrane protein band 4.1 like 3 [Source:MGI Symbol;Acc:MGI:103008]	-1.89210634	1.80E-14
ENSMUSG00000022449.14	Adamts20	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20 [Source:MGI Symbol;Acc:MGI:2660628]	3.688189568	1.87E-14
ENSMUSG00000027944.13	Hax1	HCLS1 associated X-1 [Source:MGI Symbol;Acc:MGI:1346319]	1.580585345	1.88E-14
ENSMUSG00000028111.4	Ctsk	cathepsin K [Source:MGI Symbol;Acc:MGI:107823]	2.684822025	2.05E-14
ENSMUSG00000001334.9	Fndc5	fibronectin type III domain containing 5 [Source:MGI Symbol;Acc:MGI:1917614]	-1.328107934	2.06E-14
ENSMUSG00000047658.6	Gal3st3	galactose-3-O-sulfotransferase 3 [Source:MGI Symbol;Acc:MGI:3617843]	-3.225737976	2.18E-14
ENSMUSG00000040118.15	Cacna2d1	calcium channel, voltage-dependent, alpha2/delta subunit 1 [Source:MGI Symbol;Acc:MGI:88295]	-1.720653176	2.46E-14
ENSMUSG00000025766.14	D3Ertd751e	DNA segment, Chr 3, ERATO Doi 751, expressed [Source:MGI Symbol;Acc:MGI:1289213]	-1.747647795	2.92E-14
ENSMUSG00000052837.6	Junb	jun B proto-oncogene [Source:MGI Symbol;Acc:MGI:96647]	1.930120336	3.02E-14
ENSMUSG00000034910.5	Pygo1	pygopus 1 [Source:MGI Symbol;Acc:MGI:1919385]	-1.365171132	3.08E-14
ENSMUSG00000025893.8	Kbtbd3	kelch repeat and BTB (POZ) domain containing 3 [Source:MGI Symbol;Acc:MGI:1916399]	-1.982236842	3.22E-14
ENSMUSG00000074519.11	Zfp971	zinc finger protein 971 [Source:MGI Symbol;Acc:MGI:1261426]	-1.369639685	3.58E-14
ENSMUSG00000026360.9	Rgs2	regulator of G-protein signaling 2 [Source:MGI Symbol;Acc:MGI:1098271]	-2.697662168	3.62E-14
ENSMUSG00000006262.15	Mob1b	MOB kinase activator 1B [Source:MGI Symbol;Acc:MGI:1915723]	0.989127117	4.54E-14
ENSMUSG00000027820.12	Mme	membrane metallo endopeptidase [Source:MGI Symbol;Acc:MGI:97004]	-2.911412422	4.54E-14
ENSMUSG00000048731.14	Ggnbp1	gametogenetin binding protein 1 [Source:MGI Symbol;Acc:MGI:3055306]	-1.579234513	5.25E-14
ENSMUSG00000029480.13	Dhx37	DEAH (Asp-Glu-Ala-His) box polypeptide 37 [Source:MGI Symbol;Acc:MGI:3028576]	1.831318478	5.34E-14
ENSMUSG00000020325.10	Fstl3	follistatin-like 3 [Source:MGI Symbol;Acc:MGI:1890391]	2.307482367	5.43E-14
ENSMUSG00000035158.15	Mitf	microphthalmia-associated transcription factor [Source:MGI Symbol;Acc:MGI:104554]	-1.445725149	5.65E-14
ENSMUSG00000073418.4	C4b	complement component 4B (Chido blood group) [Source:MGI Symbol;Acc:MGI:88228]	2.854920604	6.09E-14
ENSMUSG00000064179.13	Tnnt1	troponin T1, skeletal, slow [Source:MGI Symbol;Acc:MGI:1333868]	-1.87712535	6.77E-14
ENSMUSG00000087141.1	Plcxd2	phosphatidylinositol-specific phospholipase C, X domain containing 2 [Source:MGI Symbol;Acc:MGI:3647874]	3.75125762	7.47E-14
ENSMUSG00000007097.14	Atp1a2	ATPase, Na+/K+ transporting, alpha 2 polypeptide [Source:MGI Symbol;Acc:MGI:88106]	-1.961303518	7.72E-14
ENSMUSG00000020182.16	Ddc	dopa decarboxylase [Source:MGI Symbol;Acc:MGI:94876]	-3.083834916	8.23E-14
ENSMUSG00000026841.7	Fibcd1	fibrinogen C domain containing 1 [Source:MGI Symbol;Acc:MGI:2138953]	9.753840965	9.11E-14
ENSMUSG00000038121.6	Fam210a	family with sequence similarity 210, member A [Source:MGI Symbol;Acc:MGI:1914000]	-1.546561068	9.11E-14
ENSMUSG00000085438.1	1700020I14Rik	RIKEN cDNA 1700020I14 gene [Source:MGI Symbol;Acc:MGI:1913852]	-1.215027764	9.11E-14
ENSMUSG00000041741.10	Pde3a	phosphodiesterase 3A, cGMP inhibited [Source:MGI Symbol;Acc:MGI:1860764]	-1.365065305	9.28E-14
ENSMUSG00000023087.15	Noct	nocturnin [Source:MGI Symbol;Acc:MGI:109382]	-1.288775871	9.41E-14
ENSMUSG00000053646.13	Plxnb1	plexin B1 [Source:MGI Symbol;Acc:MGI:2154238]	-1.603828383	9.50E-14
ENSMUSG00000040653.6	Ppp1r14c	protein phosphatase 1, regulatory (inhibitor) subunit 14c [Source:MGI Symbol;Acc:MGI:1923392]	-1.2813578	9.83E-14
ENSMUSG00000028973.18	Abcb8	ATP-binding cassette, sub-family B (MDR/TAP), member 8 [Source:MGI Symbol;Acc:MGI:1351667]	-0.998064839	1.03E-13
ENSMUSG00000101941.1	Gm28979	predicted gene 28979 [Source:MGI Symbol;Acc:MGI:5579685]	-4.706359656	1.17E-13
ENSMUSG00000097039.8	Pvt1	plasmacytoma variant translocation 1 [Source:MGI Symbol;Acc:MGI:97824]	2.742060262	1.18E-13
ENSMUSG00000018821.3	Avpi1	arginine vasopressin-induced 1 [Source:MGI Symbol;Acc:MGI:1916784]	1.745830575	1.32E-13
ENSMUSG00000027499.12	Pkia	protein kinase inhibitor, alpha [Source:MGI Symbol;Acc:MGI:104747]	-1.836301386	1.38E-13
ENSMUSG00000028465.16	Tln1	talin 1 [Source:MGI Symbol;Acc:MGI:1099832]	0.846281669	1.45E-13
ENSMUSG00000024219.15	Anks1	ankyrin repeat and SAM domain containing 1 [Source:MGI Symbol;Acc:MGI:2446180]	-1.222935889	1.58E-13
ENSMUSG00000027209.17	Fam227b	family with sequence similarity 227, member B [Source:MGI Symbol;Acc:MGI:1923073]	7.203540964	1.59E-13
ENSMUSG00000105940.1	Gm42635	predicted gene 42635 [Source:MGI Symbol;Acc:MGI:5662772]	-1.559543975	1.80E-13
ENSMUSG00000006589.8	Aprt	adenine phosphoribosyl transferase [Source:MGI Symbol;Acc:MGI:88061]	1.440720463	1.88E-13
ENSMUSG00000028370.7	Pappa	pregnancy-associated plasma protein A [Source:MGI Symbol;Acc:MGI:97479]	2.33651134	1.88E-13
ENSMUSG00000016487.15	Ppfibp1	PTPRF interacting protein, binding protein 1 (liprin beta 1) [Source:MGI Symbol;Acc:MGI:1914783]	1.568622586	1.95E-13
ENSMUSG00000031513.8	Leprotl1	leptin receptor overlapping transcript-like 1 [Source:MGI Symbol;Acc:MGI:1915442]	1.455718387	2.04E-13
ENSMUSG00000101693.1	Gm19461	predicted gene, 19461 [Source:MGI Symbol;Acc:MGI:5011646]	-3.450724283	2.13E-13
ENSMUSG00000023043.6	Krt18	keratin 18 [Source:MGI Symbol;Acc:MGI:96692]	4.554843918	2.15E-13
ENSMUSG00000003762.13	Coq8b	coenzyme Q8B [Source:MGI Symbol;Acc:MGI:1924139]	2.089722728	2.18E-13
ENSMUSG00000017774.19	Myo1c	myosin IC [Source:MGI Symbol;Acc:MGI:106612]	1.746063645	2.34E-13
ENSMUSG00000003873.11	Bax	BCL2-associated X protein [Source:MGI Symbol;Acc:MGI:99702]	1.478782552	2.36E-13
